held_out_city,model_a,model_b,truncation_lag_h,dm_stat,p_value,significant_at_05
Dushanbe,nearest_monitor,training_pool_mean,48,1.0112490210570957,0.311935831579488,False
Dushanbe,nearest_monitor,training_pool_mean,168,0.7804453378927533,0.43515791307030915,False
Dushanbe,nearest_monitor,training_pool_mean,336,0.727297545857736,0.4670705433989777,False
Dushanbe,ordinary_kriging,training_pool_mean,0,-0.028797560369969603,0.9770269525842608,False
Dushanbe,ordinary_kriging,training_pool_mean,24,-0.007691048817050476,0.9938637332567999,False
Dushanbe,ordinary_kriging,training_pool_mean,48,-0.006085608799180203,0.9951446080434749,False
Dushanbe,ordinary_kriging,training_pool_mean,168,-0.004316722375351757,0.9965559003086142,False
Dushanbe,ordinary_kriging,training_pool_mean,336,-0.003445420566176546,0.9972510659119007,False
Khujand,idw_k5_p2,nearest_monitor,0,-2.97903606403498,0.0029018557553288638,True
Khujand,idw_k5_p2,nearest_monitor,24,-2.1591829007222154,0.03087108889876733,True
Khujand,idw_k5_p2,nearest_monitor,48,-2.0445977696674302,0.04093322831939861,True
Khujand,idw_k5_p2,nearest_monitor,168,-1.7936984484569902,0.07290604351040564,False
Khujand,idw_k5_p2,nearest_monitor,336,-1.8286336999450932,0.06749859110948364,False
Khujand,idw_k5_p2,ordinary_kriging,0,11.138514275594963,0.0,True
Khujand,idw_k5_p2,ordinary_kriging,24,4.866967683998846,1.1589644115517217e-06,True
Khujand,idw_k5_p2,ordinary_kriging,48,4.349097547247311,1.3870862487941338e-05,True
Khujand,idw_k5_p2,ordinary_kriging,168,3.7574351524967833,0.00017311035188427581,True
Khujand,idw_k5_p2,ordinary_kriging,336,3.4528851583407736,0.0005580282759332089,True
Khujand,idw_k5_p2,training_pool_mean,0,3.223482536092519,0.0012724400776871203,True
Khujand,idw_k5_p2,training_pool_mean,24,1.358302921853735,0.17441296457933064,False
Khujand,idw_k5_p2,training_pool_mean,48,1.1869149674336827,0.23530292039697676,False
Khujand,idw_k5_p2,training_pool_mean,168,0.9154097455910165,0.3600092547543674,False
Khujand,idw_k5_p2,training_pool_mean,336,0.827552136893876,0.4079534306511561,False
Khujand,nearest_monitor,ordinary_kriging,0,5.636665640627829,1.8037353832767167e-08,True
Khujand,nearest_monitor,ordinary_kriging,24,4.456052862949437,8.482993587133336e-06,True
Khujand,nearest_monitor,ordinary_kriging,48,4.169703047935138,3.088128098793774e-05,True
Khujand,nearest_monitor,ordinary_kriging,168,3.679600775000786,0.00023541848859665038,True
Khujand,nearest_monitor,ordinary_kriging,336,3.511914910948297,0.00044779875543876635,True
Khujand,nearest_monitor,training_pool_mean,0,3.4817221177236632,0.0005013538043168175,True
Khujand,nearest_monitor,training_pool_mean,24,2.4278502197790783,0.015214576355787823,True
Khujand,nearest_monitor,training_pool_mean,48,2.185197565896811,0.028908614251198506,True
Khujand,nearest_monitor,training_pool_mean,168,1.7457778323877435,0.08089504661651503,False
Khujand,nearest_monitor,training_pool_mean,336,1.5020441810755392,0.13313246249158173,False
Khujand,ordinary_kriging,training_pool_mean,0,-4.312500329399334,1.6371608283938244e-05,True
Khujand,ordinary_kriging,training_pool_mean,24,-1.7149543824929787,0.08639947555212846,False
Khujand,ordinary_kriging,training_pool_mean,48,-1.425890984563257,0.15394604162385472,False
Khujand,ordinary_kriging,training_pool_mean,168,-0.9850370304055758,0.3246411774042166,False
